REF_AREA,Reference area,MEASURE,Measure,EROSION_LEVEL,Erosion risk level,WATER_TYPE,Water type,NUTRIENTS,Nutrients,UNIT_MEASURE,Unit of measure,TIME_PERIOD,OBS_VALUE,OBS_STATUS,Observation status,UNIT_MULT,BASE_PER
LTU,Lithuania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,676.67,A,Normal value,0,NULL
LTU,Lithuania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,575.04,A,Normal value,0,NULL
LTU,Lithuania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,592.65,A,Normal value,0,NULL
LTU,Lithuania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,669.29,A,Normal value,0,NULL
LUX,Luxembourg,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,91.04,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,40987,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,33564,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,39807,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,46171,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,46824,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,45922,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,43821,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,37770,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,37225,A,Normal value,0,NULL
MEX,Mexico,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,39310,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,4657.13,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,4321.34,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,4896.46,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,4410.07,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,4867.48,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,4721.46,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,4289.68,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,3882.33,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,3997.68,A,Normal value,0,NULL
NLD,Netherlands,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,3295.62,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,119.86,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,101.9,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,121.83,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,93.02,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,109.32,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,109.78,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,82.82,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,76.87,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,93.63,A,Normal value,0,NULL
NOR,Norway,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,99.79,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,6130.81,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,6474.34,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,7442.47,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,7742.02,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,7534.41,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,6927.31,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,7991.71,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,6867.38,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,9278.13,A,Normal value,0,NULL
POL,Poland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,10050.85,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,8493.42,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,7196.93,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,8237.62,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,5179.7,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,5473.57,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,4181.27,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,4335.17,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,5767.49,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,6401.93,A,Normal value,0,NULL
PRT,Portugal,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,6260.35,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,496.65,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,531.42,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,567.19,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,639.21,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,640.14,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,685.33,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,676.11,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,652.51,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,662.31,A,Normal value,0,NULL
SVK,Slovakia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,634.63,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,700.22,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,647.49,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,723.7,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,759.24,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,859.6,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,794.73,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,849.03,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,751.78,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,731.01,A,Normal value,0,NULL
SVN,Slovenia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,668.7,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,26792.75,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,32393.01,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,38379.66,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,36423.29,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,38905.11,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,37982.03,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,38067.06,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,34073.45,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,37915.96,A,Normal value,0,NULL
ESP,Spain,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,41556.38,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,234.59,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,332.07,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,302.34,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,398.17,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,249.03,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,264.77,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,222.58,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,164.28,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,222.21,A,Normal value,0,NULL
SWE,Sweden,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,247.04,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,968.31,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,1013.29,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,1036.88,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,1033.84,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,996.15,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,978.52,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,978.77,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,954.3,A,Normal value,0,NULL
CHE,Switzerland,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,979.88,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,18124,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,16247.98,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,16673.56,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,15983.6,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,20485,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,22006,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,23047,A,Normal value,0,NULL
TUR,Turkey,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,19698,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,6725.76,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,4164.52,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,7128.11,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,6032.36,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,5330,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,5484.05,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,4492.46,A,Normal value,0,NULL
GBR,United Kingdom,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,6056.98,A,Normal value,0,NULL
USA,United States of America,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,21108.34,A,Normal value,0,NULL
USA,United States of America,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,20956.21,A,Normal value,0,NULL
USA,United States of America,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,21766.45,A,Normal value,0,NULL
USA,United States of America,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,23768.95,A,Normal value,0,NULL
USA,United States of America,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,54344,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,19997.93,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,21385.94,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,17577,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,18382.48,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,20898.14,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,21820.75,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,17428.85,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,18297.2,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,20181.08,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,20662.78,A,Normal value,0,NULL
ARG,Argentina,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2022,20380.9,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,474.39,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,380.17,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,186.14,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,619.02,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,1048.88,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,1287.45,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,1798.03,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,1578.54,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,1697.66,A,Normal value,0,NULL
BGR,Bulgaria,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,1634.15,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,945.13,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,1004.78,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,1315.19,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,932.01,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,727.13,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,767.23,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,656.07,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,700.97,A,Normal value,0,NULL
HRV,Croatia,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,583.2,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,837.48,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,804.76,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,772.66,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,781.15,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,803.82,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,817.96,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,823.47,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,867.44,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,862.58,A,Normal value,0,NULL
CYP,Cyprus,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,735.7,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,124.62,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,122.07,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,97.37,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,118.64,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,83.52,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,101.94,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2018,82.51,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2019,69.78,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2020,89.78,A,Normal value,0,NULL
MLT,Malta,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2021,68.11,A,Normal value,0,NULL
ROU,Romania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2012,3494.77,A,Normal value,0,NULL
ROU,Romania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2013,3590.81,A,Normal value,0,NULL
ROU,Romania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2014,4113.29,A,Normal value,0,NULL
ROU,Romania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2015,4112.06,A,Normal value,0,NULL
ROU,Romania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2016,4525.81,A,Normal value,0,NULL
ROU,Romania,F_PEST,Sales of fungicides,N/A,N/A,N/A,N/A,N/A,N/A,T,Tonnes,2017,4600.28,A,Normal value,0,NULL
